date,listed,otc,ratio,yoy
2025-04-25,6287149.0,1838041.0,29.234888500336158,9.708077005672067
2025-05-09,6452396.0,1862826.0,28.870298723140987,8.412742360741321
2025-05-23,6639565.0,1888760.0,28.44704434703177,3.522721979370136
2025-06-03,6725980.0,1876061.0,27.892753175002007,3.8772919465090316
2025-06-06,6718618.0,1888982.0,28.115633304349195,4.707334937246244
2025-06-20,6772583.0,1900981.0,28.06877376032158,4.326241896019822
2025-07-03,6794172.0,1924858.0,28.331016641910157,5.075544851136771
2025-07-04,6770065.0,1914908.0,28.28492784042694,4.904608312268599
2025-07-18,6968522.0,1958504.0,28.105012798983775,6.809733856628153
2025-08-01,6916589.0,1990220.0,28.774588167664728,7.394031026919645
2025-08-15,7075184.0,2046998.0,28.932081483675905,10.90398339166252
2025-08-29,7204181.0,2092085.0,29.03987281829815,15.5432961805557
2025-09-01,7160345.0,2079618.0,29.04354468953661,15.557905752322654
2025-09-12,7271607.0,2096200.0,28.82719046835177,19.82185400323353
2025-09-26,7236488.0,2105599.0,29.096973559549884,11.279414390017362
2025-10-01,7289143.0,2121324.0,29.102515892471857,11.30061066875232
2025-10-31,7479963.0,2103219.0,28.118040156080987,9.563344844170008
2025-11-07,7522074.0,2078448.0,27.63131551218454,7.8800450935762045
2025-11-21,7392057.0,1992859.0,26.95946473356469,3.3044663498682514
2025-12-05,7539815.0,2063121.0,27.36301885391087,1.7882424052118928
2025-12-19,7680390.0,2095937.0,27.28946056124754,-4.002307485658541
2025-12-30,7813048.0,2132915.0,27.299397111089043,-3.0701809303284366
2026-01-02,7909125.0,2151664.0,27.204829864239088,-3.405953405075135
2026-01-16,8129811.0,2196992.0,27.023900063605417,-5.694675027286067
2026-01-29,8201017.0,2208562.0,26.93034290747111,-6.213346623904236
2026-01-30,8196192.0,2191987.0,26.743968418504593,-6.862407783463431
2026-03-13,8036423.0,2119279.0,26.370923979486893,-8.006278748143014
2026-03-27,8068743.0,2151961.0,26.670337622601192,-8.846458817215442
2026-03-30,8083473.0,2142707.0,26.50725746223189,-9.403832118021382
2026-04-10,8279243.0,2209555.0,26.687886803177534,-9.740365090658297
2026-04-24,8566954.0,2257902.0,26.35594868374454,-9.847616886100031
2026-04-29,8672780.0,2306814.0,26.598322567850218,-9.018559904737188
2026-05-08,8755835.0,2385278.0,27.24215337543478,-5.639516803479305
2026-05-22,9236393.0,2435184.0,26.365097284188753,-7.318676195125528
2026-05-29,9309242.0,2461171.0,26.437931251545503,-5.215770255194241
2026-06-05,9289946.0,2460416.0,26.48471799513151,-5.800741856187885
2026-07-03,9618551.0,2470886.0,25.6887549902267,-9.326391936725464
2026-07-17,9348875.0,2387024.0,25.532740570389485,-9.152360993364494
2026-07-22,9354572.0,2369252.0,25.327208984013378,-9.88365966896424
2026-07-24,9354810.0,2333660.0,24.94609724836742,-11.239687287139667
