date,margin_ratio_pct
2019-03-26,150.522599
2019-03-27,148.543732
2019-03-28,150.685170
2019-03-29,152.660306
2019-04-01,153.071832
2019-04-02,154.180753
2019-04-03,155.576769
2019-04-08,156.868416
2019-04-09,158.660850
2019-04-10,159.073270
2019-04-11,156.856394
2019-04-12,155.108542
2019-04-15,157.038784
2019-04-16,158.224245
2019-04-17,158.746450
2019-04-18,155.758792
2019-04-19,156.699806
2019-04-22,156.266691
2019-04-23,155.846438
2019-04-24,154.876152
2019-04-25,155.168493
2019-04-26,152.796184
2019-04-29,150.442767
2019-04-30,151.803597
2019-05-02,152.576468
2019-05-03,153.823401
2019-05-06,150.010446
2019-05-07,151.097317
2019-05-08,150.531389
2019-05-09,146.576712
2019-05-10,146.172863
2019-05-13,142.941166
2019-05-14,144.721158
2019-05-15,146.370972
2019-05-16,143.981896
2019-05-17,141.746691
2019-05-20,141.414833
2019-05-21,144.027870
2019-05-22,143.245157
2019-05-23,140.477073
2019-05-24,140.760124
2019-05-27,140.691544
2019-05-28,141.920475
2019-05-29,142.150149
2019-05-30,143.209152
2019-05-31,145.170551
2019-06-03,144.054123
2019-06-04,143.203145
2019-06-05,143.839775
2019-06-06,141.887320
2019-06-10,145.063459
2019-06-11,146.422937
2019-06-12,146.572154
2019-06-13,146.262649
2019-06-14,146.343967
2019-06-17,146.843289
2019-06-18,146.277069
2019-06-19,149.184606
2019-06-20,151.210102
2019-06-21,150.380912
2019-06-24,151.493590
2019-06-25,149.367041
2019-06-26,149.871297
2019-06-27,151.240311
2019-06-28,150.282325
2019-07-01,153.954674
2019-07-02,154.090495
2019-07-03,152.838345
2019-07-04,153.257077
2019-07-05,153.909092
2019-07-08,152.743710
2019-07-09,151.405322
2019-07-10,152.720170
2019-07-11,152.864001
2019-07-12,153.061503
2019-07-15,153.710461
2019-07-16,153.818308
2019-07-17,153.497057
2019-07-18,151.727425
2019-07-19,152.940627
2019-07-22,153.405417
2019-07-23,153.237659
2019-07-24,154.355574
2019-07-25,155.059880
2019-07-26,155.647292
2019-07-29,155.637277
2019-07-30,151.967711
2019-07-31,154.099049
2019-08-01,153.251778
2019-08-02,149.555121
2019-08-05,147.539150
2019-08-06,148.411568
2019-08-07,147.231551
2019-08-08,149.665453
2019-08-12,151.056576
2019-08-13,149.495408
2019-08-14,150.205501
2019-08-15,148.990451
2019-08-16,150.889416
2019-08-19,152.460759
2019-08-20,152.190484
2019-08-21,152.789799
2019-08-22,152.551859
2019-08-23,153.138669
2019-08-26,149.470783
2019-08-27,150.615835
2019-08-28,151.085765
2019-08-29,151.349904
2019-08-30,153.242630
2019-09-02,155.412401
2019-09-03,154.260396
2019-09-04,155.921382
2019-09-05,157.214255
2019-09-06,156.594923
2019-09-10,154.191353
2019-09-11,154.460315
