date,open,high,low,close,volume
2024-04-23,236.73,239.26,236.73,239.26,0.0
2024-04-24,239.26000000000002,244.93,239.26000000000002,244.93,0.0
2024-04-25,244.93,244.93,242.65,242.65,0.0
2024-04-26,242.65,245.36,242.65,245.36,0.0
2024-04-29,245.35999999999999,248.72,245.35999999999999,248.72,0.0
2024-04-30,248.72,248.72,248.53,248.53,0.0
2024-05-02,248.53,250.2,248.53,250.2,0.0
2024-05-03,250.20000000000002,250.20000000000002,249.99,249.99,0.0
2024-05-06,249.98999999999998,250.79,249.98999999999998,250.79,0.0
2024-05-07,250.79,250.79,250.67,250.67,0.0
2024-05-08,250.67000000000002,250.67000000000002,250.59,250.59,0.0
2024-05-09,250.59,250.59,247.44,247.44,0.0
2024-05-10,247.44,247.65,247.44,247.65,0.0
2024-05-13,247.65,247.65,247.12,247.12,0.0
2024-05-14,247.11999999999998,247.95,247.11999999999998,247.95,0.0
2024-05-15,247.95,248.35,247.95,248.35,0.0
2024-05-16,248.35000000000002,250.36,248.35000000000002,250.36,0.0
2024-05-17,250.35999999999999,251.32,250.35999999999999,251.32,0.0
2024-05-20,251.32,251.32,251.14,251.14,0.0
2024-05-21,251.14000000000001,251.27,251.14000000000001,251.27,0.0
2024-05-22,251.26999999999998,253.88,251.26999999999998,253.88,0.0
2024-05-23,253.88,253.88,251.96,251.96,0.0
2024-05-24,251.96,254.61,251.96,254.61,0.0
2024-05-27,254.60999999999999,256.84,254.60999999999999,256.84,0.0
2024-05-28,256.84000000000003,259.36,256.84000000000003,259.36,0.0
2024-05-29,259.36,259.75,259.36,259.75,0.0
2024-05-30,259.75,259.75,257.92,257.92,0.0
2024-05-31,257.91999999999996,257.91999999999996,257.84,257.84,0.0
2024-06-03,257.84,260.45,257.84,260.45,0.0
2024-06-04,260.45,260.45,259.19,259.19,0.0
2024-06-05,259.19,259.43,259.19,259.43,0.0
2024-06-06,259.43,259.43,259.38,259.38,0.0
2024-06-07,259.38,261.37,259.38,261.37,0.0
2024-06-11,261.37,261.37,261.35,261.35,0.0
2024-06-12,261.35,264.13,261.35,264.13,0.0
2024-06-13,264.13,266.17,264.13,266.17,0.0
2024-06-14,266.17,266.93,266.17,266.93,0.0
2024-06-17,266.92999999999995,267.65,266.92999999999995,267.65,0.0
2024-06-18,267.65000000000003,269.04,267.65000000000003,269.04,0.0
2024-06-19,269.04,269.04,268.66,268.66,0.0
2024-06-20,268.65999999999997,271.77,268.65999999999997,271.77,0.0
2024-06-21,271.77,271.77,270.76,270.76,0.0
2024-06-24,270.76,270.76,267.56,267.56,0.0
2024-06-25,267.56,268.29,267.56,268.29,0.0
2024-06-26,268.28999999999996,271.14,268.28999999999996,271.14,0.0
2024-06-27,271.14,271.14,269.46,269.46,0.0
2024-06-28,269.46000000000004,273.35,269.46000000000004,273.35,0.0
2024-07-01,273.34999999999997,275.57,273.34999999999997,275.57,0.0
2024-07-02,275.57,276.14,275.57,276.14,0.0
2024-07-03,276.14,276.63,276.14,276.63,0.0
2024-07-04,276.63,277.31,276.63,277.31,0.0
2024-07-05,277.31,280.65,277.31,280.65,0.0
2024-07-08,280.65,280.65,278.77,278.77,0.0
2024-07-09,278.77,278.77,278.06,278.06,0.0
2024-07-10,278.06,279.95,278.06,279.95,0.0
2024-07-11,279.95,281.34,279.95,281.34,0.0
2024-07-12,281.34,281.34,278.46,278.46,0.0
2024-07-15,278.46000000000004,278.74,278.46000000000004,278.74,0.0
2024-07-16,278.74,279.89,278.74,279.89,0.0
2024-07-17,279.89,281.21,279.89,281.21,0.0
2024-07-18,281.21,281.21,276.94,276.94,0.0
2024-07-19,276.94,276.94,271.63,271.63,0.0
2024-07-22,271.63000000000005,271.63000000000005,264.16,264.16,0.0
2024-07-23,264.16,267.56,264.16,267.56,0.0
2024-07-26,267.56,267.56,264.34,264.34,0.0
2024-07-29,264.34000000000003,264.34000000000003,260.11,260.11,0.0
2024-07-30,260.11,263.36,260.11,263.36,0.0
2024-07-31,263.36,263.36,262.3,262.3,0.0
2024-08-01,262.3,266.91,262.3,266.91,0.0
2024-08-02,266.90999999999997,266.90999999999997,257.78,257.78,0.0
