date,value
1998-12-22,11.124484062194824
1998-12-23,11.288517951965332
1998-12-24,11.363081932067871
1998-12-28,11.213963508605957
1998-12-29,11.333255767822266
1998-12-30,11.288517951965332
1998-12-31,11.184138298034668
1999-01-04,11.184138298034668
1999-01-05,11.288517951965332
1999-01-06,11.64640998840332
1999-01-07,11.825360298156738
1999-01-08,11.899916648864746
1999-01-11,11.72097110748291
1999-01-12,11.392906188964844
1999-01-13,11.243779182434082
1999-01-14,10.960451126098633
1999-01-15,11.273603439331055
1999-01-19,11.213963508605957
1999-01-20,11.295981407165527
1999-01-21,11.094663619995117
1999-01-22,11.020098686218262
1999-01-25,11.109576225280762
1999-01-26,11.11702823638916
1999-01-27,10.975367546081543
1999-01-28,11.139398574829102
1999-01-29,11.377995491027832
1999-02-01,11.184138298034668
1999-02-02,11.064834594726562
1999-02-03,11.146851539611816
1999-02-04,10.885886192321777
1999-02-05,10.796422004699707
1999-02-08,10.766589164733887
1999-02-09,10.617474555969238
1999-02-10,10.706939697265625
1999-02-11,11.139398574829102
1999-02-12,10.975367546081543
1999-02-16,11.139398574829102
1999-02-17,11.184138298034668
1999-02-18,11.295981407165527
1999-02-19,11.333255767822266
1999-02-22,11.661322593688965
1999-02-23,11.810444831848145
1999-02-24,11.422728538513184
1999-02-25,11.348170280456543
1999-02-26,11.556943893432617
1999-03-01,11.60167407989502
1999-03-02,11.631498336791992
1999-03-03,11.519657135009766
1999-03-04,11.780623435974121
1999-03-05,12.078861236572266
1999-03-08,11.996844291687012
1999-03-09,12.093779563903809
1999-03-10,12.317462921142578
1999-03-11,12.377110481262207
1999-03-12,12.399480819702148
1999-03-15,12.436756134033203
1999-03-16,12.2578125
1999-03-17,12.153433799743652
1999-03-18,12.436756134033203
1999-03-19,12.200639724731445
1999-03-22,12.230537414550781
1999-03-23,11.81189250946045
1999-03-24,11.781991958618164
1999-03-25,12.051115036010742
1999-03-26,11.946456909179688
1999-03-29,12.215596199035645
1999-03-30,12.073548316955566
1999-03-31,11.93150520324707
1999-04-01,11.961409568786621
1999-04-05,12.200639724731445
1999-04-06,12.110923767089844
1999-04-07,12.43986701965332
1999-04-08,12.664138793945312
1999-04-09,12.634237289428711
1999-04-12,12.858510971069336
1999-04-13,12.8435640335083
1999-04-14,12.679093360900879
1999-04-15,12.55948543548584
1999-04-16,12.49967098236084
1999-04-19,12.49967098236084
1999-04-20,12.664138793945312
1999-04-21,12.858510971069336
1999-04-22,12.993083000183105
1999-04-23,12.948225975036621
1999-04-26,12.753850936889648
1999-04-27,12.978135108947754
1999-04-28,12.90337085723877
1999-04-29,12.948225975036621
1999-04-30,12.768800735473633
1999-05-03,12.918323516845703
1999-05-04,12.514627456665039
1999-05-05,12.589383125305176
1999-05-06,12.380062103271484
1999-05-07,12.619278907775879
1999-05-10,12.574430465698242
1999-05-11,12.723947525024414
1999-05-12,12.90337085723877
1999-05-13,13.022982597351074
1999-05-14,12.619278907775879
1999-05-17,12.380062103271484
1999-05-18,12.409965515136719
1999-05-19,12.49967098236084
1999-05-20,12.335203170776367
1999-05-21,12.30530071258545
1999-05-24,12.036169052124023
1999-05-25,11.722185134887695
1999-05-26,12.103450775146484
1999-05-27,11.81189250946045
1999-05-28,11.99878978729248
1999-06-01,11.826851844787598
1999-06-02,11.75208568572998
1999-06-03,11.74460220336914
1999-06-04,11.961409568786621
1999-06-07,12.185691833496094
1999-06-08,11.968888282775879
1999-06-09,11.938976287841797
1999-06-10,11.714714050292969
1999-06-11,11.737135887145996
1999-06-14,11.677324295043945
1999-06-15,11.737135887145996
1999-06-16,12.043646812438965
1999-06-17,12.275398254394531
1999-06-18,12.29446792602539
1999-06-21,12.369436264038086
1999-06-22,12.234498023986816
1999-06-23,12.114559173583984
1999-06-24,11.919635772705078
1999-06-25,11.94962215423584
1999-06-28,12.226999282836914
1999-06-29,12.264477729797363
1999-06-30,12.519365310668945
1999-07-01,12.654301643371582
1999-07-02,12.654301643371582
1999-07-06,12.759261131286621
1999-07-07,12.71428108215332
1999-07-08,12.669299125671387
1999-07-09,12.68428897857666
1999-07-12,12.579338073730469
1999-07-13,12.444402694702148
1999-07-14,12.47438907623291
1999-07-15,12.586833953857422
1999-07-16,12.654301643371582
1999-07-19,12.564346313476562
1999-07-20,12.40692138671875
1999-07-21,12.264477729797363
1999-07-22,12.279475212097168
1999-07-23,12.144533157348633
1999-07-26,12.189515113830566
1999-07-27,12.354446411132812
1999-07-28,12.20450496673584
1999-07-29,12.024590492248535
1999-07-30,11.754714012145996
1999-08-02,11.694738388061523
1999-08-03,11.544804573059082
1999-08-04,11.394876480102539
1999-08-05,11.43985652923584
1999-08-06,11.139991760253906
1999-08-09,11.169974327087402
1999-08-10,10.97506046295166
1999-08-11,11.184967041015625
1999-08-12,11.237444877624512
1999-08-13,11.604783058166504
1999-08-16,11.559800148010254
1999-08-17,11.979608535766602
1999-08-18,11.8521728515625
1999-08-19,11.694738388061523
1999-08-20,11.85966968536377
1999-08-23,12.174522399902344
1999-08-24,12.20450496673584
1999-08-25,12.107051849365234
1999-08-26,11.829680442810059
1999-08-27,11.634766578674316
1999-08-30,11.252437591552734
1999-08-31,11.237444877624512
1999-09-01,11.289920806884766
1999-09-02,11.072519302368164
1999-09-03,11.634766578674316
1999-09-07,11.319911003112793
1999-09-08,11.244945526123047
1999-09-09,11.10999870300293
1999-09-10,11.192466735839844
1999-09-13,11.087512016296387
1999-09-14,10.885100364685059
1999-09-15,10.832626342773438
1999-09-16,10.795147895812988
1999-09-17,11.026810646057129
1999-09-20,10.898942947387695
1999-09-21,10.725936889648438
1999-09-22,10.718423843383789
1999-09-23,10.635684967041016
1999-09-24,10.71090316772461
1999-09-27,10.530380249023438
1999-09-28,10.515336036682129
1999-09-29,10.440116882324219
1999-09-30,10.650728225708008
1999-10-01,10.470203399658203
1999-10-04,10.868857383728027
1999-10-05,10.913982391357422
1999-10-06,11.102029800415039
1999-10-07,10.996726989746094
1999-10-08,11.19229507446289
1999-10-11,11.071943283081055
1999-10-12,10.861339569091797
1999-10-13,10.537904739379883
1999-10-14,10.522862434387207
1999-10-15,10.048986434936523
1999-10-18,10.372428894042969
1999-10-19,10.590548515319824
1999-10-20,10.77859878540039
1999-10-21,10.83124828338623
1999-10-22,11.28255558013916
1999-10-25,11.184771537780762
1999-10-26,11.011765480041504
1999-10-27,11.553329467773438
1999-10-28,12.373193740844727
1999-10-29,12.305505752563477
1999-11-01,12.155064582824707
1999-11-02,12.140020370483398
1999-11-03,12.087368965148926
1999-11-04,12.230286598205566
1999-11-05,12.531152725219727
1999-11-08,12.463456153869629
1999-11-09,12.222761154174805
1999-11-10,12.034716606140137
1999-11-11,11.967020988464355
1999-11-12,12.4860200881958
1999-11-15,12.478500366210938
1999-11-16,12.816972732543945
1999-11-17,12.546195983886719
1999-11-18,12.508587837219238
1999-11-19,12.320549011230469
1999-11-22,12.275415420532227
1999-11-23,12.079849243164062
1999-11-24,11.936941146850586
1999-11-26,11.854199409484863
1999-11-29,11.56837272644043
1999-11-30,11.763940811157227
1999-12-01,11.673681259155273
1999-12-02,11.726333618164062
1999-12-03,12.00463581085205
1999-12-06,11.681200981140137
1999-12-07,11.658635139465332
1999-12-08,11.380331993103027
1999-12-09,11.545809745788574
1999-12-10,11.748896598815918
1999-12-13,11.61351203918457
1999-12-14,11.335206031799316
1999-12-15,11.305116653442383
1999-12-16,11.056900024414062
1999-12-17,11.142780303955078
1999-12-20,11.0521879196167
1999-12-21,11.263569831848145
1999-12-22,11.263569831848145
1999-12-23,11.444753646850586
1999-12-27,11.35416316986084
1999-12-28,11.308860778808594
1999-12-29,11.422104835510254
1999-12-30,11.474953651428223
1999-12-31,11.482497215270996
2000-01-03,11.0521879196167
2000-01-04,10.569035530090332
2000-01-05,10.485990524291992
2000-01-06,10.946497917175293
2000-01-07,11.127679824829102
2000-01-10,10.931395530700684
2000-01-11,10.75022029876709
2000-01-12,10.961597442626953
2000-01-13,11.293761253356934
2000-01-14,11.557992935180664
2000-01-18,11.172974586486816
2000-01-19,11.135231018066406
2000-01-20,10.931395530700684
2000-01-21,10.795509338378906
2000-01-24,10.599225997924805
2000-01-25,10.71247386932373
2000-01-26,11.112584114074707
2000-01-27,11.233373641967773
2000-01-28,10.840806007385254
2000-01-31,11.142780303955078
2000-02-01,11.203169822692871
2000-02-02,11.089934349060059
2000-02-03,11.021990776062012
2000-02-04,10.908754348754883
2000-02-07,10.795509338378906
2000-02-08,10.916298866271973
2000-02-09,10.659618377685547
2000-02-10,10.365201950073242
2000-02-11,10.387850761413574
2000-02-14,10.478443145751953
2000-02-15,10.49354076385498
2000-02-16,10.274608612060547
2000-02-17,10.146272659301758
2000-02-18,9.783907890319824
2000-02-22,9.87450122833252
2000-02-23,9.836751937866211
2000-02-24,9.632917404174805
2000-02-25,9.572525024414062
2000-02-28,9.882047653198242
2000-02-29,9.949987411499023
2000-03-01,10.085872650146484
2000-03-02,10.025483131408691
2000-03-03,10.116076469421387
2000-03-06,10.017930030822754
2000-03-07,9.715959548950195
2000-03-08,9.602724075317383
2000-03-09,9.655564308166504
2000-03-10,9.685765266418457
2000-03-13,9.783907890319824
2000-03-14,9.746158599853516
2000-03-15,10.342558860778809
2000-03-16,11.233373641967773
2000-03-17,11.236706733703613
2000-03-20,11.024551391601562
2000-03-21,11.426128387451172
2000-03-22,11.524627685546875
2000-03-23,11.9262113571167
2000-03-24,12.06259822845459
2000-03-27,11.668590545654297
2000-03-28,11.75951862335205
2000-03-29,11.668590545654297
2000-03-30,11.691324234008789
2000-03-31,11.767097473144531
2000-04-03,12.335371017456055
2000-04-04,11.842869758605957
2000-04-05,11.751941680908203
2000-04-06,11.88074779510498
2000-04-07,11.638287544250488
2000-04-10,11.971667289733887
2000-04-11,12.123214721679688
2000-04-12,12.176261901855469
2000-04-13,11.858019828796387
2000-04-14,10.89574146270752
2000-04-17,10.986662864685059
2000-04-18,11.426128387451172
2000-04-19,11.274591445922852
2000-04-20,11.486749649047852
2000-04-24,11.75951862335205
2000-04-25,12.123214721679688
